id	dim_prodshiptochan	dim_tech_week	dim_cycle	m_names|Список	m_dfm_m_change_3_partpromo	m_dfm_m_change_3_partpromo_logics	m_dfm_m_change_3_promovol	m_dfm_m_change_3_regvol	m_dfm_m_change_3_totalvol
?	1661858	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661858	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661902	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661902	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661902	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661905	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661905	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661905	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661907	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661907	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661907	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661908	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661908	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661908	2190980	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661929	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661929	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661929	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661930	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661930	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661930	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661931	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661931	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661931	2190980	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661932	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661932	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661932	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661938	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661938	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661938	2190971	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661938	2190981	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661938	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661944	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661944	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661944	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661947	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661947	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661947	2190971	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661947	2190981	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661947	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661956	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661956	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661956	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661957	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661957	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661957	2190980	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661959	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661959	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661959	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661960	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661960	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661960	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661962	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661962	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661962	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661963	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661963	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661963	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661964	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661964	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661964	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661965	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661965	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661965	2190971	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661965	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661976	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661976	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661976	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661982	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661982	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1661982	2190980	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1662074	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1662074	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1662074	2190980	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669267	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669267	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669267	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669277	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669277	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669277	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669283	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669283	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669283	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669309	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669309	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669309	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669310	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669310	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669310	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669311	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669311	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669311	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669312	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669312	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669312	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669338	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669338	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669338	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669342	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669342	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669342	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669343	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669343	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669343	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669344	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669344	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669344	2190980	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669359	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669359	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669359	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669360	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669360	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669360	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669361	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669361	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669361	2190980	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669362	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669362	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669362	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669371	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669371	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669371	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669372	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669372	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669372	2190986	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669379	2190960	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
?	1669379	2190965	2088366	m_dfm_m_change_3_partpromo,m_dfm_m_change_3_partpromo_logics,m_dfm_m_change_3_promovol,m_dfm_m_change_3_regvol,m_dfm_m_change_3_totalvol	0	0	0	0	0
